age,education,education_num,sex,capital_gain,capital_loss,hours_per_week,native_country,income,married,relationship_grp,occupation_grp,workclass_grp,race_grp
38,Bachelors,13,Female,0,0,40,United-States,0,0,independent,mid,private,white
26,HS-grad,9,Male,0,0,40,United-States,0,0,independent,low,private,white
28,Some-college,10,Female,0,0,40,United-States,0,0,dependent,high,private,white
38,Bachelors,13,Female,0,0,24,United-States,1,1,spouse,high,private,white
36,11th,7,Female,0,0,40,United-States,0,0,independent,mid,private,white
33,HS-grad,9,Female,0,0,40,United-States,1,1,spouse,mid,private,white
19,HS-grad,9,Male,1055,0,70,United-States,0,0,dependent,low,private,white
42,10th,6,Male,0,0,40,Mexico,0,1,spouse,mid,government,white
50,10th,6,Male,0,0,40,United-States,1,1,spouse,mid,private,white
30,HS-grad,9,Male,0,0,30,United-States,0,1,spouse,low,private,white
37,Some-college,10,Male,0,0,40,Cambodia,0,1,dependent,high,government,other_race
54,Prof-school,15,Male,99999,0,40,United-States,1,1,spouse,high,self_employed,white
52,Bachelors,13,Male,0,0,40,United-States,0,0,independent,high,self_employed,white
33,HS-grad,9,Female,0,0,40,United-States,0,0,independent,mid,private,white
25,Some-college,10,Male,0,0,40,United-States,0,0,dependent,high,private,white
24,Bachelors,13,Male,0,0,45,United-States,0,0,independent,mid,private,white
26,Assoc-voc,11,Female,114,0,40,United-States,0,0,independent,mid,private,black
39,HS-grad,9,Male,0,0,40,United-States,1,0,independent,mid,private,white
59,HS-grad,9,Female,0,0,40,United-States,0,0,independent,low,private,white
29,Some-college,10,Female,0,0,40,United-States,0,0,independent,mid,private,white
47,11th,7,Female,0,0,45,United-States,0,0,dependent,low,private,white
64,HS-grad,9,Male,0,0,50,United-States,0,1,spouse,mid,self_employed,white
21,HS-grad,9,Male,0,0,20,United-States,0,0,dependent,low,private,other_race
32,Some-college,10,Female,0,0,40,United-States,1,1,spouse,mid,private,black
26,HS-grad,9,Female,0,0,37,United-States,0,0,independent,high,private,black
62,Masters,14,Male,0,0,40,United-States,0,1,spouse,high,self_employed,white
32,Bachelors,13,Male,0,0,55,United-States,1,1,spouse,mid,private,white
45,HS-grad,9,Male,0,0,60,United-States,0,1,spouse,high,self_employed,white
31,Bachelors,13,Male,0,1887,50,United-States,1,1,spouse,high,private,white
32,HS-grad,9,Male,2580,0,40,United-States,0,1,spouse,mid,private,white
24,Bachelors,13,Male,0,0,40,United-States,0,1,spouse,mid,private,white
25,Bachelors,13,Female,0,0,40,United-States,0,0,dependent,mid,private,white
41,HS-grad,9,Male,0,0,60,United-States,0,1,spouse,high,self_employed,white
18,Some-college,10,Female,0,0,20,United-States,0,0,dependent,mid,private,white
44,Doctorate,16,Male,0,0,55,United-States,1,1,spouse,high,private,white
40,Some-college,10,Male,3411,0,50,United-States,0,1,spouse,high,private,white
27,Bachelors,13,Male,0,0,40,United-States,0,0,independent,high,private,white
23,Bachelors,13,Male,0,0,40,United-States,0,0,dependent,mid,private,white
21,Some-college,10,Male,2174,0,40,United-States,0,0,independent,mid,private,other_race
37,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,mid,government,white
65,HS-grad,9,Male,0,0,48,United-States,0,1,spouse,low,self_employed,white
43,Masters,14,Male,0,0,40,United-States,1,1,spouse,high,government,white
45,HS-grad,9,Male,0,0,44,United-States,0,0,independent,mid,private,white
24,Bachelors,13,Female,0,0,40,United-States,0,0,independent,high,government,white
24,Some-college,10,Male,0,0,42,United-States,0,0,independent,low,private,white
19,Some-college,10,Male,0,1721,35,United-States,0,0,dependent,high,government,white
37,Bachelors,13,Male,0,0,65,United-States,1,1,spouse,high,private,white
24,HS-grad,9,Female,0,0,35,United-States,0,0,dependent,mid,private,white
34,Some-college,10,Male,0,0,40,Germany,0,1,spouse,low,private,white
50,HS-grad,9,Female,0,0,39,United-States,0,1,spouse,low,government,white
36,HS-grad,9,Male,0,0,40,Puerto-Rico,0,1,spouse,mid,private,white
39,Bachelors,13,Male,0,0,60,United-States,0,1,spouse,mid,private,white
44,7th-8th,4,Male,0,0,38,United-States,0,1,spouse,mid,self_employed,white
45,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,low,government,white
32,11th,7,Male,0,0,40,United-States,0,0,dependent,high,government,white
47,Masters,14,Male,0,0,40,United-States,1,1,spouse,high,government,black
50,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,low,private,white
32,Assoc-voc,11,Male,0,0,40,United-States,0,1,spouse,low,private,white
19,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,low,private,white
28,HS-grad,9,Male,0,0,50,United-States,0,0,dependent,mid,private,white
39,Masters,14,Male,0,0,40,Poland,1,0,independent,high,government,white
21,Some-college,10,Male,2907,0,40,United-States,0,0,independent,low,private,white
73,Some-college,10,Female,0,0,75,United-States,0,0,independent,low,self_employed,white
39,7th-8th,4,Male,4508,0,40,Mexico,0,1,spouse,low,private,white
25,Some-college,10,Male,0,0,40,United-States,0,0,independent,low,private,white
31,Some-college,10,Female,0,0,20,United-States,0,0,spouse,mid,private,white
51,Some-college,10,Female,0,0,32,United-States,0,0,independent,mid,private,white
39,Bachelors,13,Female,0,0,28,United-States,0,1,spouse,mid,private,white
31,Bachelors,13,Male,0,0,40,United-States,0,0,dependent,low,private,white
21,Some-college,10,Male,0,0,17,United-States,0,0,dependent,mid,private,black
46,Bachelors,13,Male,27828,0,50,United-States,1,0,independent,high,private,white
73,HS-grad,9,Female,0,0,35,United-States,0,0,independent,high,private,white
41,HS-grad,9,Male,0,0,40,United-States,0,0,independent,mid,private,white
20,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,mid,private,white
27,Assoc-acdm,12,Male,0,0,30,United-States,0,0,independent,low,private,white
24,Bachelors,13,Male,0,0,35,United-States,0,0,independent,high,private,white
20,Some-college,10,Male,0,0,40,United-States,0,1,spouse,mid,private,white
39,Assoc-voc,11,Male,0,0,40,United-States,0,0,dependent,low,private,white
27,Bachelors,13,Male,0,0,28,United-States,0,0,independent,low,private,white
33,11th,7,Male,0,0,60,United-States,0,1,spouse,mid,private,white
33,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,low,private,other_race
36,9th,5,Male,0,0,40,United-States,0,1,spouse,mid,government,black
55,Some-college,10,Male,0,0,36,United-States,0,1,spouse,high,private,white
19,Some-college,10,Male,0,0,40,United-States,0,0,dependent,low,private,white
35,HS-grad,9,Male,0,0,60,United-States,0,0,independent,high,private,white
34,5th-6th,3,Male,0,0,40,Laos,0,0,dependent,low,private,other_race
62,Prof-school,15,Female,0,0,35,United-States,0,0,independent,high,government,white
33,Some-college,10,Male,0,0,40,United-States,1,1,spouse,mid,self_employed,white
39,9th,5,Male,4386,0,55,Mexico,0,1,spouse,mid,private,white
36,Some-college,10,Male,0,0,40,United-States,0,1,spouse,high,government,white
41,Bachelors,13,Female,0,0,33,United-States,0,0,independent,mid,private,white
39,HS-grad,9,Male,0,0,60,United-States,0,1,spouse,mid,self_employed,white
18,HS-grad,9,Female,0,0,10,United-States,0,0,dependent,mid,private,white
61,Some-college,10,Male,15024,0,45,United-States,1,1,spouse,high,private,white
20,Assoc-voc,11,Female,0,0,36,United-States,0,0,dependent,mid,government,white
35,HS-grad,9,Male,0,0,65,United-States,1,1,spouse,mid,self_employed,white
27,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,low,private,white
66,10th,6,Female,0,0,38,United-States,0,0,independent,low,private,white
21,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,mid,private,black
20,Some-college,10,Female,0,0,18,United-States,0,0,dependent,low,private,white
34,Some-college,10,Male,0,0,40,United-States,0,0,dependent,mid,private,white
31,HS-grad,9,Female,0,0,40,United-States,0,0,independent,high,private,white
41,Doctorate,16,Male,0,2051,60,United-States,0,1,spouse,high,private,white
64,1st-4th,2,Male,0,0,45,Columbia,0,1,spouse,low,government,other_race
32,Bachelors,13,Female,0,0,40,United-States,0,0,independent,high,private,white
30,HS-grad,9,Male,0,0,50,United-States,1,1,spouse,mid,government,white
36,Bachelors,13,Male,0,0,72,United-States,0,1,spouse,low,self_employed,white
22,Some-college,10,Male,0,0,12,United-States,0,0,dependent,low,private,white
53,Some-college,10,Male,0,0,50,United-States,0,1,spouse,high,government,white
50,HS-grad,9,Female,0,0,40,United-States,0,0,independent,mid,private,other_race
36,Bachelors,13,Male,0,0,40,United-States,0,1,spouse,high,private,white
41,11th,7,Male,0,0,40,United-States,0,1,spouse,high,self_employed,white
55,Bachelors,13,Female,0,0,35,United-States,0,0,independent,high,private,white
38,Bachelors,13,Male,15024,0,50,United-States,1,1,spouse,mid,private,white
28,Bachelors,13,Male,2174,0,50,United-States,0,0,independent,high,private,black
24,Bachelors,13,Female,0,0,37,United-States,0,0,dependent,high,government,white
60,Some-college,10,Female,0,0,40,United-States,0,0,dependent,mid,private,white
54,10th,6,Male,0,0,40,United-States,0,1,spouse,low,private,black
27,HS-grad,9,Male,0,0,60,United-States,0,1,spouse,mid,self_employed,white
30,Masters,14,Female,0,0,30,United-States,0,1,spouse,high,private,white
54,HS-grad,9,Male,0,0,45,United-States,0,0,independent,mid,private,white
44,Some-college,10,Male,5178,0,40,United-States,1,1,spouse,mid,private,white
52,HS-grad,9,Male,0,0,60,United-States,1,1,spouse,mid,private,white
18,11th,7,Male,0,0,20,United-States,0,0,dependent,low,private,white
55,7th-8th,4,Male,0,0,50,United-States,0,1,spouse,mid,private,white
35,Bachelors,13,Male,0,0,50,United-States,1,1,spouse,high,private,white
37,Bachelors,13,Female,0,0,40,United-States,1,0,independent,high,private,white
22,Some-college,10,Female,0,0,40,United-States,0,0,dependent,mid,private,white
45,Bachelors,13,Male,0,0,45,England,1,1,spouse,high,private,white
38,Bachelors,13,Male,0,0,60,United-States,0,1,spouse,low,private,white
48,Bachelors,13,Male,0,0,40,United-States,0,1,spouse,high,private,white
35,Assoc-voc,11,Male,0,0,40,United-States,0,1,spouse,low,private,white
21,Assoc-voc,11,Male,0,0,50,United-States,0,1,dependent,mid,private,white
37,HS-grad,9,Male,0,0,60,Philippines,1,1,spouse,mid,self_employed,other_race
18,11th,7,Male,0,0,25,United-States,0,0,dependent,mid,private,white
26,10th,6,Male,0,0,35,United-States,0,0,dependent,low,private,white
48,Bachelors,13,Male,0,0,50,United-States,0,1,spouse,mid,self_employed,white
51,Some-college,10,Male,8614,0,40,United-States,1,0,independent,mid,private,black
52,Some-college,10,Male,0,0,40,United-States,0,1,spouse,mid,private,white
32,Bachelors,13,Male,0,0,40,United-States,1,1,spouse,low,government,white
39,Bachelors,13,Male,0,0,60,United-States,0,1,spouse,low,self_employed,white
51,Bachelors,13,Male,0,0,40,United-States,1,1,spouse,high,private,white
54,Bachelors,13,Male,0,0,50,United-States,0,1,spouse,mid,private,white
21,Some-college,10,Female,0,0,25,United-States,0,0,independent,high,private,white
43,HS-grad,9,Female,0,0,40,United-States,0,0,independent,mid,private,black
32,Some-college,10,Female,0,0,40,United-States,0,0,dependent,mid,private,white
31,Masters,14,Male,0,0,35,United-States,1,1,spouse,high,government,white
26,Some-college,10,Male,0,0,60,India,0,0,dependent,mid,private,other_race
35,HS-grad,9,Male,0,0,40,United-States,0,0,independent,mid,private,white
73,5th-6th,3,Male,0,0,54,United-States,1,1,spouse,high,private,white
25,Bachelors,13,Female,0,0,40,United-States,0,0,independent,mid,self_employed,white
58,Assoc-voc,11,Male,0,2377,65,United-States,0,1,spouse,low,self_employed,white
32,HS-grad,9,Female,0,0,37,United-States,0,0,dependent,low,private,white
28,Bachelors,13,Male,0,0,40,United-States,0,1,spouse,high,private,white
41,Masters,14,Female,0,0,30,United-States,0,0,independent,mid,self_employed,white
53,HS-grad,9,Male,0,0,48,United-States,0,1,spouse,mid,self_employed,white
49,HS-grad,9,Female,0,0,35,United-States,0,0,independent,mid,private,white
55,Bachelors,13,Male,0,0,40,United-States,1,1,spouse,high,private,white
29,Some-college,10,Female,7298,0,50,United-States,1,1,spouse,mid,private,white
28,Assoc-voc,11,Male,0,0,80,United-States,0,1,spouse,low,self_employed,white
44,HS-grad,9,Male,0,0,45,United-States,0,1,spouse,mid,private,white
41,Masters,14,Male,0,0,45,United-States,1,1,spouse,high,private,white
26,Assoc-voc,11,Male,3103,0,45,United-States,1,1,spouse,mid,private,white
23,HS-grad,9,Male,0,0,40,United-States,1,1,spouse,mid,private,white
37,Bachelors,13,Female,0,0,40,Germany,1,1,spouse,high,self_employed,white
23,Bachelors,13,Male,13550,0,50,United-States,1,0,dependent,high,private,white
33,Some-college,10,Female,0,0,40,United-States,0,0,independent,low,private,black
44,HS-grad,9,Male,0,0,40,United-States,1,0,dependent,mid,private,white
21,Some-college,10,Male,2907,0,30,United-States,0,0,dependent,high,private,white
36,11th,7,Male,0,0,40,Cuba,0,1,spouse,high,private,white
44,Bachelors,13,Male,5013,0,40,United-States,0,1,spouse,mid,government,white
23,HS-grad,9,Female,0,0,40,United-States,0,0,independent,low,private,black
26,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,high,private,white
32,5th-6th,3,Male,0,0,40,Mexico,0,0,independent,low,private,white
31,Some-college,10,Male,0,0,40,United-States,1,1,spouse,low,private,white
50,HS-grad,9,Female,6497,0,35,United-States,0,0,independent,high,government,black
18,Some-college,10,Female,0,0,20,United-States,0,0,dependent,mid,self_employed,white
49,Bachelors,13,Male,0,0,50,United-States,1,1,spouse,high,private,white
59,HS-grad,9,Female,0,0,40,United-States,0,0,independent,low,private,white
38,HS-grad,9,Female,0,0,28,United-States,0,0,independent,low,private,black
50,Some-college,10,Male,0,0,55,United-States,0,1,spouse,mid,self_employed,white
51,Some-college,10,Male,0,1672,55,United-States,0,1,spouse,mid,self_employed,white
22,Some-college,10,Male,0,0,35,United-States,0,0,dependent,low,private,other_race
54,HS-grad,9,Female,0,0,40,United-States,1,1,spouse,low,private,white
37,HS-grad,9,Male,0,0,40,United-States,0,0,independent,mid,private,white
31,Bachelors,13,Male,0,0,60,United-States,0,0,independent,mid,private,white
67,Bachelors,13,Male,0,0,40,United-States,0,1,spouse,high,government,white
21,Some-college,10,Female,0,0,40,United-States,0,0,dependent,high,private,white
30,HS-grad,9,Female,0,0,40,United-States,0,0,independent,mid,private,white
32,Some-college,10,Male,0,0,50,Cuba,0,1,spouse,high,government,white
36,Assoc-voc,11,Male,0,0,40,United-States,0,0,dependent,mid,private,other_race
33,Bachelors,13,Male,0,0,40,United-States,0,0,independent,mid,government,black
37,HS-grad,9,Male,0,0,56,United-States,0,1,spouse,mid,private,white
29,Prof-school,15,Male,7298,0,48,United-States,1,1,spouse,high,private,white
26,Some-college,10,Male,0,0,40,Haiti,0,0,independent,mid,private,black
51,7th-8th,4,Male,0,0,40,United-States,0,1,spouse,high,private,white
39,HS-grad,9,Male,0,0,40,Mexico,0,1,spouse,low,private,white
18,HS-grad,9,Male,0,0,30,United-States,0,0,independent,low,private,white
52,12th,8,Male,0,1628,40,United-States,0,1,spouse,low,private,white
31,Some-college,10,Male,0,0,40,Mexico,0,1,spouse,low,private,white
45,Bachelors,13,Male,7298,0,53,United-States,1,1,spouse,high,private,white
38,Some-college,10,Male,0,0,38,United-States,0,1,spouse,low,private,white
21,Assoc-acdm,12,Female,0,0,35,United-States,0,0,independent,mid,private,white
33,HS-grad,9,Male,0,0,40,United-States,0,0,independent,low,private,white
39,Some-college,10,Male,0,0,40,United-States,0,0,independent,mid,private,white
31,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,low,private,white
43,Bachelors,13,Male,0,1902,50,United-States,1,1,spouse,high,private,white
33,Bachelors,13,Male,7298,0,45,United-States,1,1,spouse,high,self_employed,white
49,HS-grad,9,Male,0,0,60,United-States,0,1,spouse,low,self_employed,white
41,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,low,private,white
55,Some-college,10,Male,0,0,40,United-States,0,0,independent,low,self_employed,white
52,Some-college,10,Female,0,0,37,United-States,0,0,independent,mid,private,black
42,Bachelors,13,Male,0,0,40,United-States,0,0,independent,high,private,black
24,Some-college,10,Female,0,0,30,United-States,0,0,dependent,mid,private,white
42,HS-grad,9,Male,0,0,52,United-States,0,0,independent,mid,private,white
41,Bachelors,13,Male,7298,0,40,United-States,1,1,spouse,high,government,white
35,HS-grad,9,Male,0,0,40,Mexico,0,1,spouse,low,private,white
54,Masters,14,Male,0,0,42,United-States,1,0,independent,high,government,white
24,5th-6th,3,Male,0,0,40,Mexico,0,0,dependent,low,private,white
57,Bachelors,13,Female,0,0,40,United-States,1,1,spouse,high,government,white
58,Masters,14,Male,15024,0,40,United-States,1,1,spouse,high,government,white
32,HS-grad,9,Male,0,0,40,United-States,0,0,independent,low,private,black
22,HS-grad,9,Female,1055,0,25,United-States,0,0,dependent,mid,private,white
20,HS-grad,9,Female,0,0,25,United-States,0,0,independent,low,private,white
26,HS-grad,9,Female,0,0,20,England,0,0,dependent,mid,government,black
33,11th,7,Male,0,0,40,United-States,0,1,spouse,mid,private,white
19,10th,6,Female,0,0,40,United-States,0,0,independent,mid,private,white
50,HS-grad,9,Female,15024,0,20,United-States,1,1,spouse,low,self_employed,white
32,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,mid,private,white
51,Bachelors,13,Male,0,0,40,United-States,1,1,spouse,mid,government,black
